"name","descriptionEs","descriptionEn","cityName","streetAddressEs","streetAddressEn","image1","image2","price","region","telephone","url","locationNameEs","locationNameEn","lat","long"
"Bodegas Señorío de Villarrica","<p>Bodega de inter&eacute;s arquitect&oacute;nico, enol&oacute;gico y cultural. En pleno Camino de Santiago, a 5 km. de Santo Domingo, a 4 del Campo de Golf de Cirue&ntilde;a y&nbsp;a 15 km de Ezcaray. Vinos de alta calidad.</p>","Bodega de interés arquitectónico, enológico y cultural. En pleno Camino de Santiago, a 5 km de Santo Domingo, a 4 km del campo de golf de Cirueña y&nbsp;a 15 km de Ezcaray. Vinos de alta calidad.","Hervías","Ctra. N-120, km 41, 26257","Ctra. N-120, km 41, 26257","imagenes/Documentos/imgsem/b0/b0c3/b0c30b12-6d77-414e-920b-5d5eb255372e/319d8fda-f4c7-4f91-e811-6c585f5ad8fc.jpg","imagenes/Documentos/imgsem/b0/b0c3/b0c30b12-6d77-414e-920b-5d5eb255372e/8219366a-d402-5840-cd64-d17a9cbebc09.jpg","6","La Rioja Alta","+34 941 420 151","www.villarrica.es",,,"42.4418","-2.899854"
"Bodegas Afersa","<p>Entra&ntilde;able bodega familiar situada al pie de la carretera Nacional 232 a su paso por San Asensio, cuna de grandes vinos. Enclavada en un entorno geogr&aacute;fico inmejorable con maravillosas vistas al valle del Ebro, a la sierra de Cantabria y rodeada de vi&ntilde;edos propios, amplias terrazas y jardines en donde poder deleitarse tomando un buen Rioja.<br /><br />En Bodegas Afersa, tradici&oacute;n y modernidad forman un v&iacute;nculo indisoluble a la hora de elaborar toda nuestra amplia gama de vinos; la excelencia la conseguimos con la experiencia acumulada de tres generaciones dedicadas a este apasionante mundo, el cual mostramos a nuestros distinguidos turistas desde un enfoque muy cercano y familiar.</p>","Charming family winery on the Nacional 232 road at San Asensio, cradle of great wines. Located in a superb geographical setting,  with wonderful views over the Ebro Valley and the Sierra de Cantabria, and surrounded by our own vineyards, large terraces and gardens where you can enjoy a nice glass of Rioja. <br /><br />Bodegas Afersa, where tradition and modernity come together to produce a wide range of wines. We achieve excellence thanks to the experience of three generations dedicated to this exciting world, which we show to our distinguished tourists using a very close and familiar approach.","San Asensio","Ctra. Nacional 232, km 438,5, 26340","Ctra. Nacional 232, km 438,5   26340","imagenes/Documentos/imgsem/bc/bcca/bcca458f-28ba-474d-b909-ef57d81dffe0/4e41a5ed-022a-457c-ac8a-f56c05c6dbfc.jpg","imagenes/Documentos/imgsem/bc/bcca/bcca458f-28ba-474d-b909-ef57d81dffe0/de04eb95-c77b-ef2e-9810-15930be614e5.jpg","3","La Rioja Alta","+34 941 457 394/ 610 389 277","www.bodegasafersa.com",,,"42.49755","-2.748897"
"Bodegas Lagar de Zabala","<p>Bodega antigua restaurada, situada en el centro del casco antiguo, en la Plaza Mayor, bajo los arcos del ayuntamiento de San Vicente de la Sonsierra.</p>","Restored old winery located in the centre of the old town, in the Plaza Mayor, beneath the arcades of San Vicente de la Sonsierra Town Hall.","San Vicente de La Sonsierra","Plaza Mayor, 2   26338","Plaza Mayor, 2   26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Viña Herminia","<p>Edificio de piedra. Calados subterr&aacute;neos de piedra. Exclusiva elaboraci&oacute;n de vinos de sus propios vi&ntilde;edos.</p>","<p>Stone building. Underground stone cellars. Estate grown wines only.</p>","Aldeanueva de Ebro","Camino de los Agudos, 1 Camino de los Agudos, 1","Camino de los Agudos, 1 Camino de los Agudos, 1","imagenes/Documentos/imgsem/53/5348/53487aaa-9f7f-4f2e-81d9-2ae7f5814fed/6db90c72-21ba-1189-5d2c-77ddcd10ef8d.jpg","imagenes/Documentos/imgsem/53/5348/53487aaa-9f7f-4f2e-81d9-2ae7f5814fed/b6fef8c0-5cd8-d2cb-725a-77b160830e07.jpg",,"La Rioja Suroriental","941 142 305","www.vherminia.es, www.viñaherminia.es",,,"42.2266943","-1.8868324"
"Bodega del Monge-Garbati","<p>La visita consiste en una explicaci&oacute;n sobre viticultura en una vi&ntilde;a centenaria (113 a&ntilde;os) a pie de bodega, explicaci&oacute;n de la&nbsp;elaboraci&oacute;n de nuestros vinos en la bodega y cata comentada con un peque&ntilde;o picoteo.</p>","The visit consists of an explanation of viticulture in a century-old vineyard (113 years), an explanation of the production of our wines in the winery, and commented tasting with a little snack.","San Vicente de La Sonsierra","Ctra. Rivas de Tereso, s/n, 26338","Ctra. Rivas de Tereso, s/n   26338","imagenes/Documentos/imgsem/ad/add6/add6872f-d73f-4295-83e5-f223fdbc688e/8ed86543-0c66-2821-9608-fa3d2bbe4d3c.jpg","imagenes/Documentos/imgsem/ad/add6/add6872f-d73f-4295-83e5-f223fdbc688e/7b175ab6-90bf-a7ea-3e2f-53a50101975d.jpg","5","La Rioja Alta","+34 659 167 653","www.vinaane.com",,,"42.5631748","-2.7593143"
"Bodegas y Viñedos Arranz-Argote","Calado del siglo XV. Bodega artesanal-tradicional. Una&nbsp;única maraca, &quot;Arar&quot;,&nbsp;y un solo vino por a&ntilde;ada de alta calidad, &quot;vino de autor&quot;. Producción muy limitada. En el 2003 sólo se sacaron 4.500 botellas.<br /><br />Bodega situada en pleno casco histórico de Navarrete, pasando por la&nbsp;misma puerta de la bodega el&nbsp;Camino de Santiago.&nbsp;","15th century cellar. Traditional-artisanal winery. A &nbsp;single brand, &quot;Arar&quot;,&nbsp;and a single high quality vintage wine, &quot;Signature wine&quot;. A very limited production. In 2003 we only produced 4,500 bottles.<br /><br />Winery located in the historic heart of Navarrete, St James' Way passing in front of the Winery entrance.","Navarrete","Mayor Alta, 43    26370","Mayor Alta, 43    26370","imagenes/Documentos/imgsem/82/82f2/82f22233-d26d-4322-a02b-0f3a56a0e3e5/785d01d0-afa7-e1a7-4b5f-e1abe4c125e9.jpg","imagenes/Documentos/imgsem/82/82f2/82f22233-d26d-4322-a02b-0f3a56a0e3e5/f8113693-cb86-e58b-127f-1c926a1abfac.jpg","5","Logroño y alrededores","+34 699 046 043/ 630 489 312","www.vinoarar.com",,,"42.42974","-2.562346"
"Bodega Viñas Nuevas","<p>Bodega familiar que cuida con esmero la calidad de los vinos desde la cepa hasta la botella. Tras generaciones dedicadas a la viticultura, cristalizan en esta bodega todo su buen hacer seleccionando sus vi&ntilde;edos y creando unos vinos con gran personalidad.</p>","The visit to this Winery includes a walk through the vineyards where the grapes are grown for making wine at this family winery.","Aldeanueva de Ebro","Avda. de La Rioja, 110, 26559","Avda. de La Rioja, 110   26559 ","imagenes/Documentos/imgsem/1d/1d88/1d887a98-67f8-4619-8221-7398f8b01893/1a013b5c-2e33-6a08-a18b-356c0fd7297c.jpg","imagenes/Documentos/imgsem/1d/1d88/1d887a98-67f8-4619-8221-7398f8b01893/48464ec1-0190-bdbd-a499-0ea3a52fba17.jpg",,"La Rioja Suroriental","+34 629 490 828","www.bodegasvinasnuevas.com","Bodega Viñas Nuevas","Bodega Viñas Nuevas","42.235658","-1.892704"
"Bodegas Lagar de Zabala","Bodega antigua restaurada, situada en el centro del casco antiguo, en la plaza Mayor, bajo los arcos del Ayuntamiento de San Vicente de la Sonsierra.","Bodega antigua restaurada, situada en el centro del casco antiguo, en la plaza Mayor, bajo los arcos del Ayuntamiento de San Vicente de la Sonsierra.","San Vicente de La Sonsierra","Plaza Mayor, 2, 26338","Plaza Mayor, 2, 26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Puelles","<p>Antiguo molino del siglo XVII rodeado de vi&ntilde;edos. Club de vinos (compra de barricas). Hotel en bodega.</p>","Old 17th century mill surrounded by vines. Wine club. (purchase of barrels).","Ábalos","Camino Los Molinos, s/n","Camino Los Molinos, s/n","imagenes/Documentos/imgsem/51/51cb/51cb0ff6-7697-4270-b271-47b190480910/c6dde40e-2321-9a22-d973-be29de397d60.jpg","imagenes/Documentos/imgsem/51/51cb/51cb0ff6-7697-4270-b271-47b190480910/c50782ed-9e76-dd08-ecdb-2b7eb4a933cd.jpg","3","La Rioja Alta","941 334 415","www.bodegaspuelles.com",,,"42.5723023","-2.7101931"
"Bodegas Miguel Merino","<p>Bodega familiar de peque&ntilde;a producci&oacute;n enfocada a elaborar vinos de la m&aacute;s alta calidad con cepas viejas en Briones, Rioja Alta. Basan su &eacute;xito principalmente en el origen, el terru&ntilde;o. Variedades aut&oacute;ctonas plantadas en ladera y trabajadas de forma artesanal - vendimia y poda manual, deshojados y vendimia en verde - hacen que junto con un clima de alta influencia atl&aacute;ntica y suelos que van desde arcillo-calc&aacute;reos a arcillo-ferrosos se consiga uva de gran calidad con una tipicidad muy marcada consiguiendo la finura y elegancia que caracteriza sus vinos.</p>","Bodega with modern architecture situated in the town centre of Briones. Vines opposite the bodega with various varieties and clones. This bodega only makes reserva and gran reservas, in limited, numbered editions using grapes from old vines, picked into crates and sorted by hand on a selection table.","Briones","Ctra. Logroño, 16   26330","Ctra. Logroño, 16","imagenes/Documentos/imgsem/95/958f/958f6c5a-2e32-45ff-b7dd-e2a9ce811a6e/e6f06020-3859-9b7d-ab6f-499516a684a7.jpg","imagenes/Documentos/imgsem/95/958f/958f6c5a-2e32-45ff-b7dd-e2a9ce811a6e/dc276275-d667-18e1-7b1a-7090e75d44f6.jpg","visita + cata 2 vinos: 20 € / Visita + cata de 3 vinos: 25€. Precio reducido para grupos (más de 6 pax) a consultar.","La Rioja Alta","+34 941 322 263/ 689 384 566","www.miguelmerino.com","Bodegas Miguel Merino","Bodegas Miguel Merino","42.542727","-2.786689"
"Bodegas Franco-Españolas","<p>Bodegas Franco-Espa&ntilde;olas se ha convertido en una de las bodegas de referencia de Rioja, compaginando el respeto por la tradici&oacute;n con la innovaci&oacute;n tecnol&oacute;gica, para conseguir los grandes vinos que avalan una trayectoria de m&aacute;s de 125 a&ntilde;os.</p><p>A orillas del r&iacute;o Ebro, una ubicaci&oacute;n privilegiada te permite llegar caminando en no m&aacute;s de cinco minutos desde el centro hist&oacute;rico de Logro&ntilde;o.</p><p>Desde el a&ntilde;o 2009 abrimos las puertas de nuestra bodega para acercar el mundo del vino al p&uacute;blico general. Nuestra agenda de enoexperiencias comprende desde las tradicionales visitas con cata, a otras actividades donde el vino amplifica los sentidos y te hace disfrutar de una forma mucho m&aacute;s activa y experiencial: maridajes tradicionales y ex&oacute;ticos, catas de uvas, juegos con vino, vendimia en familia y otras actividades en vi&ntilde;edo...</p><p>Adem&aacute;s, la bodega apuesta por la cultura, el arte y la m&uacute;sica, organizando diversos eventos a lo largo del a&ntilde;o, como el certamen &lsquo;+Teatro con Diamante&rsquo;, el ciclo de &lsquo;Cine de Verano&rsquo; en versi&oacute;n original, &#39;Hallowine&#39; o el &lsquo;D&iacute;a de la Moda&#39;. Bodegas Franco-Espa&ntilde;olas, es tambi&eacute;n anfitriona de parte de los dos grandes festivales de m&uacute;sica contempor&aacute;nea, de &aacute;mbito internacional que se celebran en Logro&ntilde;o, ACTUAL y MUWI.</p><p>Gracias a nuestras actividades innovadoras fuimos galardonados con el Best of de Turismo Enol&oacute;gico 2013.</p><p>&nbsp;</p><p><iframe frameborder=""0"" height=""390"" src=""https://www.youtube.com/embed/DUYO4reYJaA?rel=0"" title=""YouTube video player"" type=""text/html"" width=""480""></iframe></p>","<div align=""left""><span class=""texto-defecto"">Historic building founded by French winemakers in 1890. It is architecturally very interesting with old cellars where the old brick and stone blend perfectly. The winery has a permanent exhibition of old photographs.</span></div>","Logroño","Cabo Noval, 2, 26006","Cabo Noval, 2, 26006","imagenes/Documentos/imgsem/93/93a2/93a2fcbe-d111-4fb0-b202-d1c1d418403a/8e0c7d57-79bd-2277-b348-2bb1234ff56c.jpg","imagenes/Documentos/imgsem/93/93a2/93a2fcbe-d111-4fb0-b202-d1c1d418403a/2ab576a2-6e69-67f2-60bd-91646e07692d.jpg","Ver información adicional","Logroño y alrededores","34 941 251 290","www.francoespanolas.com","Bodegas Franco-Españolas","Bodegas Franco-Españolas","42.472315","-2.447049"
"Bodegas Lagar de Zabala","Bodega antigua restaurada, situada en el centro del casco antiguo, en la plaza Mayor, bajo los arcos del Ayuntamiento de San Vicente de la Sonsierra.","Restored old winery located in the centre of the old town, in the Plaza Mayor, beneath the arcades of San Vicente de la Sonsierra Town Hall.","San Vicente de La Sonsierra","Plaza Mayor, 2, 26338","Plaza Mayor, 2, 26338","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/48aa971d-1566-b3f8-cef5-5bf3d229efe1.jpg","imagenes/Documentos/imgsem/04/0464/04647fa6-417e-4510-a11c-acf9d86919f1/3803eccd-1df0-8618-5c9e-4815a57e7c56.jpg",,"La Rioja Alta","+34 941 334 435/ 686 230 687","www.bodegaslagardezabala.com",,,"42.56246","-2.75878"
"Bodegas Marqués de Arviza","<p>Situada en el coraz&oacute;n de La Rioja, Marqu&eacute;s de Arviza es una de las bodegas m&aacute;s antiguas de la denominaci&oacute;n. Sus instalaciones datan del a&ntilde;o 1874 y se levantan sobre m&aacute;s de 500&nbsp;m de calados subterr&aacute;neos de los siglos XVI y XVII.<br /><br />Tras una minuciosa labor de rehabilitaci&oacute;n, respetando el origen de los edificios, Marqu&eacute;s de Arviza abre sus puertas al enoturismo para demostrar los secretos de la elaboraci&oacute;n de vinos de alta gama y la magia que se respira en cada rinc&oacute;n de la cueva. &ldquo;Sum&eacute;rgete en sus profundidades y volver&aacute;s al pasado&rdquo;.<br /><br />Sumergirse en las profundidades es volver al pasado. La visita comienza en la planta de elaboraci&oacute;n, donde conoceremos c&oacute;mo llega la uva a la bodega y cu&aacute;l es el proceso hasta obtener un vino.<br /><br />Despu&eacute;s pasaremos a la sala de barricas donde iremos desvelando los peque&ntilde;os misterios que entra&ntilde;a la crianza en un gran calado. A continuaci&oacute;n, visitaremos el botellero ubicado bajo el monte, donde descansan nuestros vinos a la espera de su salida al mercado.<br /><br />Tras este recorrido comenzaremos a so&ntilde;ar. Nos adentraremos en la tierra y nos sumergiremos en la historia de &ldquo;El Rioja&rdquo;. Pasearemos por los calados de los siglos XVI y VII en los cuales encontraremos rincones que nos confirmar&aacute;n la existencia pasada de una gran bodega.<br /><br />Finalizaremos la experiencia con una cata de vino acompa&ntilde;ada de un peque&ntilde;o aperitivo.<br />&nbsp;</p>","Located in the heart of La Rioja, Marqu&eacute;s de Arviza is one of the oldest wineries in the appellation. Its facilities date back to 1874 and are built over more than 500m of underground 16th and 17th century wine cellars.<br /><br />Following meticulous renovation, respecting the origin of the buildings, Marqu&eacute;s de Arviza opens its doors to wine tourism to demonstrate the secrets of making high range  wines, and the magic permeating every corner of the cave.&ldquo;Immerse yourself in its depths and go back in time;.<br /><br />Immerse yourself in its depths and go back in time. The visit starts at the processing plant, where we find out how grapes reach the winery and what is the process to follow to make wine.<br /><br />Then we will go the barrel room where we will reveal the small mysteries involved in aging wine in a large cellar. Then we will visit the bottle rack, located under the mountain, where our wines lie waiting to be marketed.<br /><br />After this tour, we will start to dream. We will go into the land and become immersed in the history of &ldquo;El Rioja&rdquo;. We will walk through the 16th and 17th century wine cellars discovering corners which will confirm the  past existence of a great Winery. <br /><br />Our experience will end with the tasting of a wine and a small appetizer .<br /><br />","Fuenmayor","Bodegas de San Cristóbal, 34 A, 26360","Bodegas de San Cristóbal, 34 A   26360","imagenes/Documentos/imgsem/e2/e24f/e24f5dd0-2c1b-401f-aac9-3dcc3edd3f05/2b80fd16-5499-cec0-4b24-c43050559814.jpg","imagenes/Documentos/imgsem/e2/e24f/e24f5dd0-2c1b-401f-aac9-3dcc3edd3f05/64b4d30b-d8af-653f-af01-62036b8cc622.jpg","10","Logroño y alrededores","+34 941 451 245/ 608 299 617","www.marquesdearviza.es",,,"42.46534","-2.56762"
"Bodegas Alvia","<p>Enmarcada en el coraz&oacute;n de La Rioja Alta, la bodega es atravesada por el Camino de Santiago, v&iacute;a de conocimientos y culturas. Bodegas Alvia es conocida como &quot;Bodega Boutique&quot;, la filosof&iacute;a es mantener el vi&ntilde;edo centenario que se estaba arrancando en la zona. Esos vi&ntilde;edos de baja producci&oacute;n dan lugar a vinos complejos y refinados. Tenemos una de las mejores salas de barricas de Rioja con roble Franc&eacute;s, Americano y H&uacute;ngaro.</p><p>Nuestro proceso es totalmente artesanal, elaborando unos caldos arom&aacute;ticos procedentes de cepas centenarias, que mantienen el sabor de la fruta y la complejidad y estructura de unos vinos modernos. Ven a visitarnos y catar nuestros elegantes vinos.</p>","<span><span>Our process is completely artisanal, making aromatic wines from century-old vines, which  feature the fruity flavour, complexity and body of modern wines.<br /></span><br /></span>","Ventosa","Camino de Ventosa, s/n, 26371","Camino de Ventosa, s/n    26371","imagenes/Documentos/imgsem/25/2519/25190024-f2cf-4f32-95a4-7d7ed687947e/ea5070df-ca38-bf16-f502-e5d83bd5ef2f.jpeg?v=6435","imagenes/Documentos/imgsem/25/2519/25190024-f2cf-4f32-95a4-7d7ed687947e/e8998d28-9f5a-1519-2daf-748d3fb7d01a.jpg?v=855","10 € Visita a bodega con cata de vino clásico de Rioja.","Logroño y alrededores","+34 941 441 905","www.bodegasalvia.com","Bodegas Alvia","Bodegas Alvia","42.407892","-2.626544"
"Bodegas y Viñedos Arranz-Argote","Calado del siglo XV. Bodega artesanal tradicional. Una&nbsp;única marca, Arar,&nbsp;y un solo vino por añada de alta calidad: vino de autor. Producción muy limitada. En el 2003 solo se sacaron 4.500 botellas.<br /><br />Bodega situada en pleno casco histórico de Navarrete. Por la misma puerta pasa el Camino de Santiago.","15th century cellar. Traditional-artisanal winery. A &nbsp;single brand, &quot;Arar&quot;,&nbsp;and a single high quality vintage wine, &quot;Signature wine&quot;. A very limited production. In 2003 we only produced 4,500 bottles.<br /><br />Winery located in the historic heart of Navarrete, St James' Way passing in front of the Winery entrance.","Navarrete","Mayor Alta, 43, 26370","Mayor Alta, 43    26370","imagenes/Documentos/imgsem/82/82f2/82f22233-d26d-4322-a02b-0f3a56a0e3e5/785d01d0-afa7-e1a7-4b5f-e1abe4c125e9.jpg","imagenes/Documentos/imgsem/82/82f2/82f22233-d26d-4322-a02b-0f3a56a0e3e5/f8113693-cb86-e58b-127f-1c926a1abfac.jpg","5","Logroño y alrededores","+34 699 046 043/ 630 489 312","www.vinoarar.com",,,"42.42974","-2.562346"
"Bodegas Sáenz de Santamaría","<p>Ruta por vi&ntilde;edos propios. Cata de vino con en&oacute;logo. Breve introducci&oacute;n al proceso de elaboraci&oacute;n y consultas enol&oacute;gicas.</p>","Route through their own vineyards. Wine tasting with a winemaker. Short introduction to the winemaking process and chance to ask questions.","Cenicero","Ctra. de Haro, Km. 1","Ctra. de Haro, Km. 1","imagenes/Documentos/imgsem/46/467f/467f7e84-fdda-4329-a005-35e9b041283e/1eb638f2-39c8-82a4-6a08-af076f4ebb56.jpg","imagenes/Documentos/imgsem/46/467f/467f7e84-fdda-4329-a005-35e9b041283e/190406a3-219a-8cf6-6ee2-79e516be8589.jpg",,"La Rioja Alta","941 454 008 / 941 454 063","www.bodegassaenzdesantamaria.com",,,"42.4812249","-2.6416668"
"Bodegas Ramírez de la Piscina","<p>Naves de barricas y de botellas subterr&aacute;neas con arquitectura moderna y funcional. Dispone de ascensor, salones y comedor.<br /><br />A la recepci&oacute;n del visitante&nbsp;se le hace una&nbsp;breve introducci&oacute;n a la historia del apellido familiar&nbsp; &quot;Ram&iacute;rez de la Piscina&quot; y&nbsp;una presentaci&oacute;n de los vinos que se&nbsp;elaboran en la bodega.<br /><br />Seguidamente se inicia el recorrido por la bodega&nbsp;detallando cada uno de los procesos, primero la&nbsp;nave de embotellado y luego la&nbsp;nave de elaboraci&oacute;n&nbsp;describiendo por separado cada uno de los sistemas de elaboraci&oacute;n: Maceraci&oacute;n Carb&oacute;nica y Despalillado.<br /><br />A continuaci&oacute;n se pasa a las naves de envejecimiento en barricas y&nbsp;en botellas,&nbsp;llegando seguidamente&nbsp;a la Cueva de dep&oacute;sitos de hormig&oacute;n y&nbsp;terminando en la Sala de la&nbsp;Selecci&oacute;n.<br /><br />Como fin de la visita se hace una cata comentada de tres vinos, normalmente un Joven de Maceraci&oacute;n Carb&oacute;nica, un Crianza y un Reserva, describiendo el color, aroma y gusto junto con algunos datos del proceso de envejecimiento que han seguido.&nbsp;<br /><br />Al finalizar la visita hay una peque&ntilde;a tienda donde pueden adquirirse los vinos de la bodega.</p>","Underground barrel and bottle cellars with modern, functional architecture. It has a lift, meeting rooms, and dining room.","San Vicente de La Sonsierra","Ctra. Vitoria-Laguardia, s/n","Ctra. Vitoria-Laguardia, s/n","imagenes/Documentos/imgsem/c9/c9cb/c9cb67b7-f446-4f2b-aa36-006db90347e3/3d61b481-defd-d628-5b50-2cbd6ccd64ea.jpg","imagenes/Documentos/imgsem/c9/c9cb/c9cb67b7-f446-4f2b-aa36-006db90347e3/248958a9-c2dd-7cd2-6eb6-c1b9be7a8b1b.jpg","5","La Rioja Alta","+34 941 334 505","www.ramirezdelapiscina.com",,,"42.5631748","-2.7593143"
"Bodegas Domeco de Jarauta","<p>Bodega en forma de crucero, ubicada entre uno de los vi&ntilde;edos m&aacute;s antiguos de la familia. Construida con gran funcionalidad y modernas instalaciones en las que experiencia, tradici&oacute;n y tecnolog&iacute;a se fusionan.</p>","Family Winery inside its vineyards. Panoramic views. The visit is possible during harvest time.<br />","Aldeanueva de Ebro","Camino Sendero Royal, 5   26559","Camino Sendero Royal, 5     26559  ","imagenes/Documentos/imgsem/57/5752/5752f406-57bc-43d5-8368-45286fb33b5f/c1df0471-6ce8-9a0a-604f-5e6d43e52044.jpg","imagenes/Documentos/imgsem/57/5752/5752f406-57bc-43d5-8368-45286fb33b5f/60fe43aa-f54c-f74d-e354-cb41b9e837b9.jpg","7 €","La Rioja Suroriental","+34 941 163 078","www.bodegasdomecodejarauta.com","Bodegas Domeco de Jarauta","Bodegas Domeco de Jarauta","42.236537","-1.899996"
"Bodegas Vinícola Real","<p>La bodega dispone de un hotel en sus instalaciones, La Casa del Cofrade. Club de vino. comedor con asador. Concertado.</p>","The bodega has a hotel on the site, the Casa del Cofrade. Wine Club, dining room with grill.","Albelda de Iregua","Ctra. de Nalda, Km. 9Ctra. de Nalda, Km. 9","Ctra. de Nalda, Km. 9Ctra. de Nalda, Km. 9","imagenes/Documentos/imgsem/20/2044/2044883c-8dd7-49df-acdf-d3ecd518f22f/3328c2f0-300d-2675-19fc-7d2d968a54fe.jpg","imagenes/Documentos/imgsem/20/2044/2044883c-8dd7-49df-acdf-d3ecd518f22f/ee1d0f5b-b12f-0c47-f007-3e2d4dcb3f9d.jpg","5","Logroño y alrededores","941 444 233/ 941 444 426","www.vinicolareal.com",,,"42.355955","-2.474079"
"Bodegas Nestares Eguizábal","<p>El vi&ntilde;edo se encuentra en el Valle de Oc&oacute;n a una altitud de 600&nbsp;m. Los vinos proceden exclusivamente de los vi&ntilde;edos familiares.</p>","The vineyard is in Ocón Valley standing 600 m above sea level. The wines come exclusively from family vineyards.","Galilea","Alberto Villanueva, 82-84, 26144","Alberto Villanueva, 82-84   26144","imagenes/Documentos/imgsem/22/2232/223267ad-8652-4bfd-b522-950441ac9b7f/ef1eccf0-e298-cfb8-27de-d05c3d951261.jpg","imagenes/Documentos/imgsem/22/2232/223267ad-8652-4bfd-b522-950441ac9b7f/2396dbf1-7b8d-ab79-e6bb-f60dc1dfb7c3.jpg",,"La Rioja Suroriental","+34 699 253 771","www.nestareseguizabal.com",,,"42.34976","-2.234443"
"Bodegas Tomás Amutio","<p>Calados de tierra, prensa antigua, lago, etc. Degustaci&oacute;n de vino. posibilidad de visita al caser&oacute;n familiar donde se pueden degustar otros productos artesanos: embutidos, esp&aacute;rragos, pimientos...</p>","Underground cellar, old press, vat, etc. Wine tasting. Possibility of visiting family home where you can try other homemade products: charcuterie, asparagus, peppers....","Baños de Río Tobía","Ctra. de Badarán, s/n","Ctra. de Badarán, s/n","imagenes/Documentos/imgsem/d2/d29c/d29c133e-6f24-4760-984b-4a7a5559c859/57b0fd3e-e45a-776a-4e64-7bf7a7b5f5e9.jpg","imagenes/Documentos/imgsem/d2/d29c/d29c133e-6f24-4760-984b-4a7a5559c859/9f295bef-3bf2-1750-bb8f-bdb700493a47.jpg",,"La Rioja Alta","941 374 147 - 941 374 058",,,,"42.3367880","-2.7621191"
